company,state,postcode,address,poison,non_poison,traditional,health_supplement,poison_vet,non_poison_vet
PHARMANIAGA LOGISTICS SDN. BHD.,Pulau Pinang,14100,"1, 3 & 5, LORONG IKS JURU 8 TAMAN PERINDUSTRIAN RINGAN JURU",1,1,0,1,0,0
PHARMANIAGA MANUFACTURING BERHAD,Selangor,43650,"11A, JALAN P/1 KAWASAN PERUSAHAAN BANGI",1,1,0,1,0,0
Pharmaniaga Marketing Sdn Bhd,Selangor,40000,"No. 23 & 25, Tingkat G,1 & 2 Jalan Keluli 7/109 Kawasan Perindustrian Seksyen 7",1,1,1,1,0,0
PHARMARISE SDN BHD,Selangor,47100,"NO. 12, JALAN TPP 1/6 TAMAN PERINDUSTRIAN PUCHONG SEKSYEN 1",1,1,1,1,0,0
PHARMASERV ALLIANCES SDN. BHD.,Selangor,40000,"Lot 1, Jalan Nilam 1/7 Subang Hi-Tech Industrial Park",1,1,0,1,0,0
PHARMDX SDN. BHD.,W.P. Kuala Lumpur,58000,"No. 8C, Jalan 1/137C Bedford Business Park, Off Jalan Kelang Lama",0,1,1,1,0,0
PHARMEX PHARMA (SARAWAK) SDN BHD,Sarawak,93250,"LOT 13 & 14, JALAN DATUK TAWI SLI, TRINITY HUB COMMERCIAL CENTRE",1,1,1,1,1,1
PHARMEX SDN BHD,Sabah,88822,"LOT 6, GROUND FLOOR, BLOCK F, SEGAMA COMPLEX, P.O.BOX 12081",1,1,1,1,1,1
Phibro Corporation (m) Sdn Bhd,Selangor,46100,"311, LEVEL 3, MENARA AXIS 2, JALAN 51A/223, SEKSYEN 51A",1,1,0,1,1,1
Pills & Potions Pharmacy Sdn Bhd,W.P. Kuala Lumpur,51200,"No. 41, Jalan 5/38D Taman Sri Sinar, Segambut",1,1,1,1,0,0
PINK & BLUE TRADING CO. SDN. BHD.,W.P. Kuala Lumpur,60000,"46A, Jalan Datuk Sulaiman Taman Tun Dr. Ismail",0,0,1,0,0,0
PINNACLE MEDIC SDN. BHD.,Selangor,47100,"NO. 18, JALAN TPP 1/16 TAMAN PERINDUSTRIAN PUCHONG SEKSYEN 1",0,0,1,1,0,0
PMG PHARMACY (IPOH) SDN. BHD.,Perak,31450,"70, JALAN BESAR,",1,1,1,1,0,0
Poh Guan Hong (1985) Sdn. Bhd,Sarawak,96007,"No. 57, Channel Road",0,1,1,1,0,0
POH TAI TRADING SDN. BHD.,Selangor,68100,"29 & 31, Jalan SBC 8 Taman Sri Batu Caves",0,0,1,0,0,0
POHMAR SDN. BHD.,W.P. Kuala Lumpur,51100,"K-163, JALAN KENTONMEN BATU 4 1/4, OFF JALAN IPOH",0,1,1,1,0,0
POKAHRI SDN. BHD.,Johor,81100,"No. 11, Jalan Rosmerah 2/7 Taman Johor Jaya",0,0,1,0,0,0
POLIKLINIK KAWAN SDN. BHD.,Kedah,09600,"NO. 87, TAMAN SRI LIMAU JALAN PAYA BESAR",1,1,1,1,0,0
POLYLAB BIOTECH SDN. BHD.,W.P. Kuala Lumpur,56100,"6A, Tingkat 1, Jalan Kaskas 3 Taman Cheras",1,1,1,1,0,0
PORRIMA (M) SDN BHD,Selangor,40150,"NO. 18, JALAN ASTAKA U8/88A SEKSYEN U8, BUKIT JELUTONG",1,1,1,1,1,1
Powerlife (M) Sdn. Bhd.,Negeri Sembilan,71050,"NO. 8-1, JALAN PDS 4 PD SUNGGALA GATEWAY, TELOK KEMANG",0,1,1,1,0,0
PPHBM CORPORATION SDN BHD,Johor,83000,"70A, JALAN PENJAJA PUSAT KOMERSIAL BENTARA",1,1,0,1,0,0
Premier Herbs Sdn Bhd,Melaka,75250,"No. 6-1, Jalan Rahmat 3A Taman Malim Jaya",0,0,1,0,0,0
PRESTON PHARMACY SDN BHD,Sarawak,98000,"28E, HIGH STREET",1,0,0,0,0,0
Primabumi Sdn Bhd,W.P. Kuala Lumpur,50490,"TINGKAT 3, WISMA PRIMA 17, JALAN SRI SEMANTAN SATU DAMANSARA HEIGHTS",1,0,0,0,0,0
PRIMER CHERANG CLINIC SDN. BHD.,Kelantan,15200,"S/47, NO. 1704, TINGKAT ATAS PAYA BEMBAN JALAN HOSPITAL",1,1,1,1,0,0
PRIMER CHERANG ENTERPRISE,Kelantan,15200,"S/47, NO. 1702, 1703 TINGKAT ATAS JALAN PAYA BEMBAN",0,1,1,1,0,0
Priority Care Sdn Bhd,Sarawak,93450,"NO. 122, 1ST FLOOR SECTION 63 KTLD JALAN DATUK ABANG ABDUL RAHIM 5",1,0,0,0,0,0
Pro Health Medics Sdn. Bhd.,Selangor,47630,"NO. 20, 22 & 22-1 JALAN USJ 21/7",0,0,1,1,0,0
PRO NUTRITION (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,57000,"C-11-4, JALIL LINK 2, NO. 5, JALAN JALIL PERKASA 1, BUKIT JALIL",0,0,1,1,0,0
PROFESSIONAL VET ENTERPRISE SDN. BHD.,Sarawak,93250,"Ground & 1st Floor, No. 511 Lot 4297, Sublot 12, Block 233, KNLD 7th Miles, Penrissen Road",1,1,0,1,1,1
PROGENESIS GROUP SDN. BHD.,Selangor,47160,"No. 32, Jalan TPP 5/2 Taman Perindustrian Puchong",1,1,1,1,1,1
PROPHARM (M) SDN. BHD.,W.P. Kuala Lumpur,51200,"No. 8, Jalan Udang Harimau 2 Medan Niaga Kepong",1,1,1,1,0,0
PROSPECT PLUS TRADING SDN BHD,Johor,86000,"18, JALAN JATI",0,1,0,1,0,0
Protech Health Sciences (M) Sdn Bhd,W.P. Kuala Lumpur,58200,"Unit 12-01, Menara K1, Commerce One Jalan 3/137C Off Jalan Klang Lama Bedford Business Park",0,0,1,1,0,0
PROTHERAPIX SDN. BHD.,W.P. Kuala Lumpur,58200,"A-3-10, Seri Gembira Avenue No. 6, Jalan Senang Ria Taman Gembira",0,1,1,1,0,0
PUBLIC CHEMIST (SABAH) SDN BHD,Sabah,88846,"NO. 9, TINGKAT BAWAH, JALAN TUGU KAMPUNG AIR",1,1,0,1,0,0
PUI KIAN MING SDN BHD,Sarawak,93150,No. 127 Green Road,0,1,1,1,0,0
Pure Pharmacy Sdn Bhd,Pulau Pinang,10000,"88, Jalan Penang",1,1,1,1,0,0
QL Pacific Vet Group Sdn. Bhd.,Sabah,88450,"NT 5258, MILE 6.5 OFF JALAN TUARAN INANAM",1,0,0,0,1,0
QUALITAS PHARMA SDN. BHD.,Selangor,47500,"NO. 23, JALAN PJS 11/1 BANDAR SUNWAY",1,1,0,1,0,0
QUALITY REPUTATION SDN BHD,Selangor,47301,"B-1-13 & B-2-13, BLOK B, TAIPAN 2 JALAN PJU 1A/3, ARA DAMANSARA",1,1,1,1,1,1
QUANSTAR BIOTECH SDN BHD,W.P. Kuala Lumpur,59200,"B-10-2, NORTHPOINT OFFICE MID VALLEY CITY NO. 1, MEDAN SYED PUTRA",0,0,0,1,0,0
QUANTUM UPSTREAM SDN. BHD.,W.P. Kuala Lumpur,56000,"No. 66A-2, Jalan Cerdas Taman Connaught Cheras",0,1,1,1,0,0
Quest Asia Medical Sdn. Bhd.,Selangor,47820,"No. 1-7, The Place, 1st Floor, Jalan PJU 8/5G Damansara Perdana",0,1,1,1,0,0
QUINPHARM (M) SDN BHD,Perak,31650,"662 & 664, JALAN PASIR PUTEH",1,1,1,1,1,1
R.E.S. PHARMACY,Sarawak,97000,"SUBLOT 136 OF PARENT LOT 7668, BLOCK 31 KEMENA LAND DISTRICT",1,1,1,1,0,0
RADIANCE PERFECT NETWORK SDN. BHD.,Johor,81100,"2, Jalan Ekoperniagaan 1/27 Taman Ekoperniagaan",0,1,1,1,0,0
RANBAXY (MALAYSIA) SDN. BHD.,Kedah,08000,"LOT 23, BAKAR ARANG INDUSTRIAL ESTATE",1,1,1,1,0,0
Rank Distributors Sdn. Bhd.,W.P. Kuala Lumpur,55100,"18-01-01B, MENARA COSWAY PLAZA BERJAYA 12, JALAN IMBI",0,0,1,1,0,0
RASUMI MEDIPHARMA SDN BHD,Negeri Sembilan,70300,"162, JALAN S2 B22 PUSAT DAGANGAN SEREMBAN 2",1,1,1,1,0,0
RAWANG WHOLESALE PHARMA SDN. BHD.,Selangor,48000,"2A-1-11, JALAN RAWANG MUTIARA 3 RAWANG MUTIARA BUSINESS CENTRE 2",1,1,1,1,1,1
RB (HEALTH) MALAYSIA SDN BHD,W.P. Kuala Lumpur,50470,"LEVEL 17, MENARA 1 SENTRUM NO. 201, JALAN TUN SAMBANTHAN BRICKFIELDS",1,1,0,1,0,0
REANNA MAJU ENTERPRISE,Johor,81750,"NO. 57 & 57-01, JALAN SIERRA PERDANA 4 TAMAN SIERRA PERDANA",0,1,1,1,0,0
REFORMS PHARMA SDN. BHD.,Selangor,46100,"NO. 20, GROUND FLOOR, FIRST FLOOR & SECOND FLOOR, JALAN 51A/225A ZON PERINDUSTRIAN PJCT, SEKSYEN 51A",0,1,1,1,0,0
Regency Specialist Hospital Sdn Bhd,Johor,81750,"No. 1, Jalan Suria Bandar Seri Alam",1,1,1,1,0,0
REJANG SPECIALIST HOSPITAL SDN BHD,Sarawak,96000,NO. 29 JALAN DR WONG SOON KAI (JALAN PEDADA),1,1,0,1,0,0
Remedi Pharmacy,Pulau Pinang,14200,"17, Jalan Sungai Jawi Taman Sungai Jawi",1,1,1,1,0,0
Revo Healthcare Sdn. Bhd.,Pulau Pinang,11500,"24 (Tingkat Bawah, Tingkat 1 dan Tingkat 2) Medan Angsana 4",1,0,0,0,0,0
Rhone Ma Malaysia Sdn Bhd,Selangor,46100,"LOT 18A & 18B, JALAN 241 SEKSYEN 51A",1,1,1,1,1,1
Ritma Prestasi Sdn Bhd,Selangor,47120,"NO. 43, JALAN MERANTI JAYA 11 TAMAN PERINDUSTRIAN MERANTI JAYA",1,1,0,1,1,1
ROYCE PHARMA MANUFACTURING SDN. BHD.,Negeri Sembilan,71800,"PT1663, Nilai Industrial Estate",1,1,0,1,0,0
RPS PHARMACY LANGKAWI,Kedah,07000,"NO. 1 & 2, KOMPLEKS EB ADINA JALAN PERSIARAN PUTRA KUAH",1,1,1,1,1,1
RPS PHARMACY SDN. BHD.,Kedah,05050,"113 & 114, TINGKAT BAWAH KOMPLEKS PERNIAGAAN SULTAN ABDUL HAMID",1,1,1,1,1,1
Ruyi Holdings Sdn Bhd,W.P. Kuala Lumpur,58000,"No. 30A, Tingkat 10 Menara Ruyi, Lorong Kapar Jalan 2/87G, Off Jalan Syed Putra",0,0,1,1,0,0
RUYI TRADING SDN BHD,W.P. Kuala Lumpur,58000,"NO. 30A, LOT 10-1, LEVEL 10 MENARA RUYI, LORONG KAPAR JALAN 2/87G, OFF JALAN SYED PUTRA",0,1,1,1,0,0
RXTRA PHARMA SDN. BHD.,Kedah,09000,"NO. 18, PUSAT PERNIAGAAN PUTRA JALAN KELANG LAMA",1,1,1,1,0,0
S L NG TRADING AGENCY SDN. BHD.,Selangor,41050,"NO. 1, TINGKAT SATU, JALAN ASTANA 5/KU2 BANDAR BUKIT RAJA",0,1,0,1,0,0
S&M Healthcare Supply Sdn Bhd,Selangor,46100,"Suite 5.05, Wisma BICMA No. 2, Jalan 243/51A",1,1,0,1,0,0
S.P. CHONG (M) SDN BHD,Terengganu,21300,"Lot 21208, Jalan Gelam 2/5 Kawasan Perindustrian Gong Badak",0,1,0,1,0,0
Sabah Pharmacy,Sabah,90009,"LOT 16B, BLOCK D, TINGKAT BAWAH OLDSLIPWAY, JALAN PRYER",1,1,1,1,0,0
Safe & Save Nanobio Tech Sdn. Bhd.,Selangor,47100,"3-1, Jalan Puteri 2/5, Bandar Puteri",1,1,0,1,0,0
SAHAJIDAH HAI-O MARKETING SDN BHD,Sabah,89500,"LOT 5, TINGKAT BAWAH, TINGKAT 1, TINGKAT 2 KEDAI 1-PLAZA COMMERCIAL CENTRE JALAN PINTAS",0,1,1,1,0,0
SANOFI-AVENTIS (MALAYSIA) SDN. BHD.,Selangor,46200,"Unit TB-18-1, Level 18, Tower B, Plaza 33 No. 1, Jalan Kemajuan, Seksyen 13",1,0,0,0,0,0
SARAWAK VETERINARY SUPPLIES,Sarawak,93250,"SUB LOT 12, LOT 3183, SENTOSA CENTRAL  7TH MILE, JLN PENRISSEN",1,1,0,1,1,1
SB NATURAL HERBS (M) SDN. BHD.,Kelantan,16100,"S/44, PT 632, NO. BK 1 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA FASA II",0,0,1,0,0,0
SCHMIDT BIOMEDTECH SDN. BHD.,Selangor,46100,"5th Floor, Wisma Tecna No. 18A, Lot 318, Jalan 51A/223",1,1,1,1,0,0
SEANG WAN TRADING CO SDN BHD,Pulau Pinang,14100,"11, JALAN IKS JURU JAYA, TAMAN IKS JURU JAYA,",0,0,1,0,0,0
SEJATI PHARMACY SDN. BHD.,Perak,32000,"387 & 388 (TINGKAT BAWAH) LORONG 1, TAMAN SEJATI 2",1,1,1,1,0,0
SENDAYU TINGGI BEAUTY & HEALTH (M) SDN. BHD.,Selangor,40160,"NO. 97 (TINGKAT G) PUSAT KOMERSIAL TSB JALAN NAUTIKA A U20/A, SEKSYEN U20",0,0,1,1,0,0
SEREMBAN PREMIER PHARMACY SDN. BHD.,Negeri Sembilan,70000,NO. 106 & 107 JALAN DATO' BANDAR TUNGGAL,1,1,1,1,0,0
SERI PHARMA SDN. BHD.,Johor,83000,"NO. 6, 6A, JALAN PESERAI INDAH 1 TAMAN PESERAI INDAH 1",1,1,1,1,0,0
SERVICARE PHARMACY SDN. BHD.,W.P. Kuala Lumpur,55300,"NO. 25-GM, JALAN PERDANA 4/5 PANDAN PERDANA",1,1,0,1,0,0
SERVIER MALAYSIA SDN. BHD.,Selangor,47400,"UNIT NO. 25-02, LEVEL 25, IMAZIUM NO. 8, JALAN SS21/37 DAMANSARA UPTOWN",1,1,0,1,0,0
SETIARAJA PHARMACY,Sarawak,96400,"SUBLOT 44, GROUND FLOOR & 1ST FLOOR MEDAN SETIARAJA",1,1,1,1,0,1
SEW CHEONG CORPORATION SDN BHD,Perak,30300,2-20A Jalan Laxamana,0,1,0,1,0,0
SF PHARMA SDN. BHD.,Sarawak,93400,"GROUND FLOOR, SL21, LOT 470, SECTION 10 KUCHING TOWN LAND DISTRICT",1,1,0,1,0,0
SH YAP TRADING SDN BHD,Perak,31350,"19, PERSIARAN SEPAKAT 3 TAMAN RAPAT INDAH",0,1,1,1,0,0
SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,Selangor,47500,"Ground Floor, Sunway Geo Tower, Jalan Lagoon Selatan Bandar Sunway",0,0,1,1,0,0
SHAN YAO CORPORATION SDN. BHD.,W.P. Kuala Lumpur,55100,"NO. 9, JALAN PANDAN 8/6 PANDAN JAYA",0,0,1,0,0,0
SHEN LOON SHE ENTERPRISE SDN. BHD.,Pulau Pinang,11600,26L JALAN MASJID NEGERI,0,0,1,1,0,0
Shennong Animal Health (Malaysia) Sdn. Bhd.,Selangor,47610,"No. 2, 4, 6, 8 & 10 Jalan Industri USJ 1/19 Taman Perindustrian USJ 1",1,1,0,1,1,1
SHINE PHARMACY SDN BHD,Sarawak,93350,"GROUND FLOOR, LOT 12163-12166 BLOCK 16, KCLD, SONG PLAZA JALAN SONG",1,1,1,1,0,0
SHUANG HOR ENTERPRISE (M) SDN. BHD.,Sabah,88400,"NO. B-G-7, B-G-8, B-G-9 & B-G-10, GROUND FLOOR PLAZA IMPIAN INANAM LORONG PLAZA IMPIAN INANAM",0,0,1,1,0,0
SIBU PHARMACY SDN BHD,Selangor,47810,"NO. 3-G, JALAN PJU 5/20E THE STRAND KOTA DAMANSARA",1,1,1,1,0,0
SIEW FOOK,Perak,36000,"NO.14, JALAN PUTERA",0,0,1,0,0,0
SIHAT MEKAR SDN BHD,Sabah,88450,"LOT 2, LORONG EPIK INDUSTRI 1 EPIK INDUSTRI, MILE 7, JALAN TUARAN",1,0,0,0,0,0
SIHAT SETIA,Sabah,88300,"Suite 402, Level 3A, Lot 017548828 Lorong Tepus 1, Off Jalan Damai",1,1,0,1,0,0
SJ RIA MARKETING SDN BHD,Kelantan,15100,"PT1362, KAMPUNG TUNJUNG JALAN HIGHWAY PASIR MAS-SALOR PENDEK",0,1,1,1,0,0
SK PHARMA ENTERPRISE,Johor,81750,"45, JALAN KOTA 3 TAMAN CAHAYA KOTA PUTERI",1,1,0,1,0,0
Sky Nutraceuticals Sdn. Bhd.,Pulau Pinang,14100,"LOT 4397 (PT379), JALAN PERINDUSTRIAN BUKIT MINYAK 7 KAWASAN PERINDUSTRIAN BUKIT MINYAK",0,1,0,1,0,0
SLIM PHARMACY SDN. BHD.,Perak,35800,"NO. 5, PT 1967, JALAN MAHSURI TAMAN SLIM INDAH",1,0,0,0,0,0
SMART WELLMIN SDN BHD,Kedah,05150,"70E, Taman Mahawangsa Seberang Jalan Putra",0,1,1,1,0,0
SMC Healthcare Sdn Bhd,Sabah,88300,"KPJ SABAH SPECIALIST HOSPITAL LOT NO. 2, OFF JALAN DAMAI LUYANG",1,1,0,1,0,0
Sne Marketing Sdn. Bhd.,W.P. Kuala Lumpur,56000,"No. 5, Jalan 3/118B Taman Orkid Desa, Desa Tun Razak",0,0,1,0,0,0
SOLIA PHARMACY SDN BHD,Sabah,90715,"Lot 95, Tingkat Bawah, Bandar Pasaraya Batu 4, Peti Surat 1378, Jalan Utara",1,1,1,1,1,1
SOLID ENTERPRISE,Pahang,25200,"NO. B53 & B55, LORONG PADANG PERMAI 40 JALAN SUNGAI LEMBING",0,1,0,1,0,0
SOMEDICO SDN. BHD.,Selangor,47000,"No. 3, Jalan TSB 1 Taman Industri Sungai Buloh",1,1,1,1,0,1
SONSHINE PHARMACY,Sarawak,93250,"62A, LOT 1147, 7TH MILE BAZAAR,",1,1,0,1,1,1
Special Enhancement Sdn Bhd,Selangor,47810,"D-20-03, MENARA MITRALAND NO. 13A, JALAN PJU 5/1 KOTA DAMANSARA, PJU 5",0,0,1,1,0,0
SRG PHARMACEUTICALS SDN. BHD.,Pulau Pinang,14000,"1720, Lorong Perusahaan Utama 1 Kawasan Perindustrian Bukit Tengah",1,1,1,1,0,0
SRI RAMBAI PHARMACY SDN BHD,Pulau Pinang,14000,"58, JALAN TEMBIKAI TAMAN MUTIARA",1,1,1,1,0,0
SS PHARMA SDN. BHD.,Selangor,40160,"NO. 7-27-G, TINGKAT BAWAH JALAN AMAN DAMAI H U17/H AMAN PUTRI, SEKSYEN U17",1,1,1,1,0,0
SSJ PHARMA SDN BHD,Sarawak,96100,"NO. 52 & 53, GROUND FLOOR JALAN MASJID LAMA",1,1,1,1,0,0
STADPHARM SDN. BHD.,Selangor,47301,"E-9-01, Oasis Square Ara Damansara No. 2, Jalan PJU 1A/7A",1,1,1,1,1,0
STAR LIFE PHARMA SDN BHD,Melaka,75200,"UNIT 103 &104, 1ST FLOOR NO. 2051-1, JALAN KLEBANG",1,1,1,1,0,0
Star Medicinal Sdn.bhd.,Kedah,08000,"143-A, HALF PLACE OF THE 1ST FLOOR JALAN BPJ 1/2, SEKSYEN 1 BANDAR PUTERI JAYA",0,0,1,0,0,0
StarChain Pharma,Perak,31150,"17 & 19, PERSIARAN PERPADUAN JAYA 1 TAMAN PERPADUAN JAYA",1,1,1,1,0,0
STARR PHARMACY ( LANANG) SDN BHD,Sarawak,96000,"NO. 5A, GROUND FLOOR LORONG 2, JALAN LANANG",1,1,1,1,0,0
STELLAR BIO SDN BHD,Selangor,47100,"NO. 77 & 79, JALAN TPP 1/13 TAMAN PERINDUSTRIAN PUCHONG, SEKSYEN 1",0,0,1,1,0,0
STERILINE SDN. BHD.,Selangor,41050,"Lot 5016, Jalan Teratai 5 1/2 Mile, Off Jalan Meru",0,1,1,1,0,0
STRAITS PHARMACY SDN. BHD.,Melaka,75050,"NO. 10, 10-1 & 10-2 JALAN AYER LELEH",1,1,1,1,0,0
SUAUT ENTERPRISE SDN BHD,Sarawak,93050,"52FF, 1ST FLOOR, BLOCK F 752A, SYNERGY SQUARE 4TH MILES JALAN MATANG",1,1,1,1,0,0
Subang Chemist Sdn. Bhd,Selangor,47200,"No. 10, Jalan PJU 1A/11 Taman Perindustrian Jaya Ara Damansara",1,1,1,1,0,0
SULONG BIN NGAH,Terengganu,20050,"656, KAMPUNG WAKAF CHE KAPOR",0,1,0,1,0,0
Sum Soon Agricultural Co. Sdn Bhd,Sabah,88822,"Lot 42, Bandaran Berjaya P.O.Box 12061",1,0,0,0,1,0
SUMMIT COMPANY (MALAYSIA) SENDIRIAN BERHAD,Sarawak,93250,"No. 57, Lot 3790 Liang Kee Commercial Centre Batu 4, Jalan Penrissen",1,1,1,1,0,0
SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,W.P. Kuala Lumpur,60000,"LEVEL 22, MENARA LGB NO. 1, JALAN WAN KADIR TAMAN TUN DR ISMAIL",0,0,1,1,0,0
SUNBREEZE (PENANG) SDN. BHD.,Perak,34200,"PT. NO. 661, JALAN PERUSAHAAN SATU KAWASAN PERUSAHAAN PARIT BUNTAR",0,1,0,1,0,0
Sung Hoe Trading (Miri) Sdn Bhd,Sarawak,98107,"LOT 1496, PERMYJAYA TECHNLOGY PARK BANDAR BARU PERMYJAYA, TUDAN",0,1,1,1,0,0
SUNLEY PHARMA SDN. BHD.,W.P. Kuala Lumpur,57000,"82-3, LEBUHRAYA PUCHONG SG BESI JALAN JALIL 1, THE EARTH @ BUKIT JALIL",1,1,1,1,0,0
SUNLIGHT PHARMACY (B) SDN BHD,Sabah,88400,"UNIT NO. 8, LOT 20 (TYPE A), INDUSTRI E33 LIKAS MILE 2 1/2, JALAN TUARAN, LIKAS",1,1,1,1,0,0
SUNLIGHT PHARMACY (KK) SDN BHD,Sabah,88400,"UNIT NO. 8, LOT 20 (TYPE A) INDUSTRI E33 LIKAS MILE 2 1/2, JALAN TUARAN, LIKAS",1,1,1,1,0,0
SUNLIGHT PHARMACY (SIBU) SDN. BHD.,Sarawak,96000,"NO. 5, LORONG UBAH JALAN LANANG",1,1,1,1,0,0
SUNLIGHT PHARMACY SDN BHD,Sabah,91000,"TB 2916, GROUND FLOOR SEDCO INDUSTRIAL ESTATE JALAN APAS",1,1,1,1,0,0
SUNRISE PHARMA SDN BHD,Sabah,88400,"NO. 8, LOT 20 (TYPE A), INDUSTRI E33 LIKAS MILE 2 1/2, JALAN TUARAN, LIKAS",1,1,1,1,0,0
SUNWAY MEDICAL CENTRE SDN BHD,Selangor,47500,"NO. 5, JALAN LAGOON SELATAN",1,1,1,1,0,0
SUNWELL HOLDINGS(M) SDN BHD,Negeri Sembilan,70450,"NO. 25, JALAN SINAR ANDALAS 3 KAWASAN PERUSAHAAN RINGAN SENAWANG",0,1,1,1,0,0
Sunzen Corporation Sdn Bhd,Selangor,40460,"11, Jalan Anggerik Mokara 31/47 Kota Kemuning, Seksyen 31",1,0,0,0,1,0
SUPERCARE  PHARMACY,Pulau Pinang,11200,"17, JALAN FETTES,",1,1,0,1,0,0
SUPREME PHARMACY SDN BHD,Sabah,91018,"TB 44, TINGKAT BAWAH, JALAN DUNLOP PETI SURAT 60887",1,1,1,1,0,0
SV PROHEALTH PHARMACY SDN BHD,Johor,86000,"No. 22, Tingkat Bawah & Tingkat 1 Jalan Intan 2/2, Taman Intan",1,1,1,1,0,0
SYARIKAT AIK SENG,Kelantan,15200,"LOT 1832, TAMAN KENANGAN JALAN ABDUL KADIR ADABI",0,1,0,1,0,0
Syarikat Eastern,Sabah,88000,"49, JALAN PANTAI",0,1,1,1,0,0
SYARIKAT LUI KIM CHOCK SDN BHD,Sabah,88805,"LOT 18, EXPORT ORIENTED INDUSTRIAL ZONE, PHASE 2, KOTA KINABALU INDUSTRIAL PARK P.O BOX 10445",0,1,1,1,0,0
Syarikat Minyak Afiat Sdn Bhd,Perak,33000,LOT 4022 & 4184 JALAN IPOH,0,1,1,1,0,0
SYARIKAT MYP SDN. BHD.,Johor,80350,"9 & 9A, Jalan Petaling Kawasan Perindustrian Larkin",0,1,0,1,0,0
SYARIKAT PERDAGANGAN TAI SANG (TAWAU) SDN BHD,Sabah,91007,"TB 9203-9205, NEW HUA DAT LIGHT INDUSTRIAL ESTATE MILE 3, JALAN APAS",0,1,0,1,0,0
SYARIKAT PERNIAGAAN JIN JIN,Pahang,25200,"C-748, JALAN DATO LIM HOE LEK",0,1,0,1,0,0
SYARIKAT PERNIAGAAN VISIN`S,W.P. Kuala Lumpur,56100,"NO. 32, JALAN BUNGA TANJUNG 9 TAMAN MUDA",0,0,1,0,0,0
SYARIKAT WELLCHEM SDN. BHD.,Selangor,46400,No. 928-929 Jalan 17/38,1,1,1,1,0,0
SYN LEE FAH SUPERSTORE SDN BHD,Sabah,90307,"CL20964, Batu 8, Jalan Labuk Sandakan Peti Surat 95, PPJU 1 1/2",0,1,1,1,0,1
SYNERMAX ENTERPRISE,Perak,31400,"96, LALUAN TASEK TIMUR 15 TAMAN MEWAH",0,1,1,1,0,0
T & T ANIMAL HEALTH SDN. BHD.,Sarawak,93250,"No. 21 & 21A, Lot 2347 & 2348, Block 233 Kuching North Land District, Batu Kitang Light Industrial Park Batu 7 , Jalan Batu Kitang",1,0,0,0,1,0
T&E COMPANY,Sabah,89207,JALAN TAMAN KOLEJ KG. BATANGAN P.O. BOX 1105,0,0,1,0,0,0
TABANAK PHARMACY SDN. BHD.,Sabah,91100,"MDLD 4637 LOT 8, BANDAR TABANAK JALAN SEGAMA",1,0,0,1,0,0
TAI FOO MEDICAL SDN. BHD.,Pulau Pinang,14000,"2793, JALAN ROZHAN TAMAN INDUSTRI CHEROK TOKUN",0,0,1,0,0,0
TAKZIM PHARMA SDN. BHD.,Johor,81700,"39A, JALAN JAMBU 1 TAMAN KOTA MASAI",1,1,1,1,0,0
TAN BROTHERS TRADING COMPANY,Johor,81100,"163, JALAN SEROJA 39, TAMAN JOHOR JAYA",0,1,0,1,0,0
TASLY (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,55200,"16-2, JALAN METRO PUDU 2 FRASER BUSINESS PARK",0,0,1,1,0,0
TEAN SENG SDN. BHD.,Kelantan,16100,"PT 4144, KAWASAN PERINDUSTRIAN PENGKALAN CHEPA FASA II",0,1,0,1,0,0
TEEPHAM MEDICAL SDN. BHD.,Pulau Pinang,13400,6422 JALAN PERMATANG PAUH KAWASAN PERINDUSTRIAN MAK MANDIN,1,0,1,0,0,0
TENN-Q DISTRIBUTORS (M) SDN BHD,Johor,81200,"NO. 11, JALAN KEMPAS 5/1, KAWASAN PERINDUSTRIAN KEMPAS",0,1,0,1,0,0
TEONG HUAT MEDICAL SDN. BHD.,Pulau Pinang,14100,LOT PT 1281 (PLOT 308) JALAN PERINDUSTRIAN BUKIT MINYAK 18 KAWASAN PERINDUSTRIAN BUKIT MINYAK,0,1,1,1,0,0
TERAJU FARMA SDN BHD,Selangor,40400,"NO. 21, JALAN KOTA RAJA H 27/H HICOM TOWN CENTRE, SEKSYEN 27",1,1,0,1,1,0
TERAPUTICS SDN BHD,Pulau Pinang,14100,"LOT 10 & 11, PERDA INDUSTRIAL PARK LORONG IKS SIMPANG AMPAT B",1,1,1,1,0,0
TGSC SDN. BHD.,Selangor,47400,"11A, JALAN SS22A/5 DAMANSARA JAYA",0,0,1,1,0,0
THE AN TRADING,Johor,83020,"19,JALAN SRI SULONG 1, TAMAN INDUSTRI SERI SULONG",0,0,1,0,0,0
THE ZYFAS PHARMA SDN. BHD.,Johor,79200,"15, Jalan Mega 1/5 Taman Perindustrian Nusa Cemerlang",1,1,1,1,0,0
THEN HUA TRADING COMPANY,Sabah,88300,"LOT 23 & 23A, BLOK D, LORONG BIP 1 BUNDUSAN INDUSTRIAL PARK JALAN PENAMPANG LAMA",0,1,1,1,0,0
