company,state,postcode,address,poison,non_poison,traditional,health_supplement,poison_vet,non_poison_vet
GREEN CARE HEALTH MANAGEMENT SDN BHD,Selangor,46300,"FARMASI MEDIVIRON NO. 6, GROUND FLOOR & BASEMENT FLOOR JALAN 21/12, SEA PARK",1,1,1,1,0,0
Green Hut Farming Sdn Bhd,Sarawak,93250,"No. 34-35, Lot 3677-3676, Block 226, Kuching North Land District (Sublot 8-7) Taman STC, Batu 5 Jalan Penrissen, Lorong 1",1,1,0,1,1,1
Green Nu International Sdn Bhd,W.P. Kuala Lumpur,56000,"NO. 17, JALAN DANAU LUMAYAN DANAU LUMAYAN BUSINESS PARK",0,0,0,1,0,0
GROWAY (MALAYSIA) SDN. BHD.,Selangor,47810,"NO. 23, JALAN TEKNOLOGI 3/3A TAMAN SAINS SELANGOR 1 KOTA DAMANSARA PJU 5",0,1,1,1,0,0
GT HEALTHCARE SDN. BHD.,Selangor,47301,"A-7-6, Pinnacle Kelana Jaya No. 1, Jalan SS7/26 Zenith Corporation Park",0,1,0,1,0,0
GUAN PHARMACY,Pulau Pinang,13300,"2663, JALAN PADANG SERAI TAMAN BUNGA KEMAJU TASEK GELUGOR",1,1,1,1,0,0
GUARDIAN HEALTH AND BEAUTY SDN. BHD.,Selangor,47800,"LEVEL 11, 8 FIRST AVENUE BANDAR UTAMA",1,1,1,1,0,0
GUONG CHOON MEDICAL HALL SDN BHD,Sarawak,96000,No. 49 Channel Road P.O BOX 1663,0,1,1,1,0,0
H-POINT PHARMACY SDN BHD,Perak,30300,"26, 28 & 30A, JALAN LEONG SIN NAM",1,1,1,1,1,0
Haczen Sdn Bhd,Selangor,47650,"37G & 37-1, Jalan Putra Mahkota 7/4A Putra Heights",1,0,0,0,0,0
HAI LIAN TRADING SDN. BHD.,Pulau Pinang,10100,"NO. 58, JALAN DR. LIM CHWEE LEONG",0,1,1,1,0,0
HAI-O ENTERPRISE BERHAD,Selangor,41400,"Wisma Hai-O, Lot 11995 Batu 2, Jalan Kapar",0,0,1,0,0,0
HAI-O MEDICINE SDN. BHD.,Selangor,41400,"Wisma Hai-O, Lot 11995 Batu 2, Jalan Kapar",0,0,1,1,0,0
Haleon Malaysia Sdn. Bhd.,Selangor,68000,"Lot 89, Jalan Enggang Ampang/Hulu Kelang Industrial Estate",1,1,0,1,0,0
HAN BOON MULTI TRADING,Selangor,45300,"NO. 42A, LOT 24572 JALAN 7 BAGAN SUNGAI BESAR",0,0,1,1,0,0
Hanan Medicare Sdn Bhd,Selangor,48020,"NO. 13, JALAN KPK 4/3 KAWASAN PERINDUSTRIAN KUNDANG KUNDANG JAYA",1,1,0,1,0,0
Hanavet Sdn Bhd,Selangor,40300,"Lot 1, Tingkat 1 Jalan Bursa 23/4, Seksyen 23",1,0,0,0,1,0
HAN`S PHARMACY SDN. BHD.,Pulau Pinang,13200,"12A-G, 16-G, 16-1 & 18-G, JALAN USAHAWAN 2, PUSAT PERNIAGAAN KEPALA BATAS",1,0,0,0,0,0
HAPPY LINK DISTRIBUTORS SDN BHD,Selangor,47160,"7, Jalan TPP 5/11 Taman Perindustrian Puchong",0,0,1,0,0,0
HARMONI FARMASI SDN.BHD,Terengganu,23000,"K-30, JALAN BARU PAK SABAH",1,0,0,0,0,0
Harrisons Sabah Sdn. Bhd.,Sabah,91100,"BLOCK 4, LOT 2-5, 1ST FLOOR, MDLD 8080-8083 SINGAPOINT JALAN PANTAI",0,1,0,1,0,0
HARRISONS SARAWAK SDN BHD,Sarawak,98000,"LOT 6, JALAN SEALINE 1 1ST KM OFF JALAN LUTONG-KUALA BARAM",0,1,0,1,0,0
HDI NETWORK (M) SDN. BHD.,Selangor,47620,"No. 23, Jalan USJ 10/1A",0,0,1,1,0,0
HEALIVING SUPPLIES SDN BHD,W.P. Kuala Lumpur,58200,"C3-0-23A, JALAN 1/152, TAMAN OUG PARKLANE, OFF JALAN KLANG LAMA",0,1,1,1,0,0
HEALOL PHARMACEUTICALS SDN. BHD.,W.P. Kuala Lumpur,53300,"74-3, JALAN WANGSA DELIMA 6 KLSC WANGSA MAJU",1,1,1,1,0,0
Health Hub Trading Sdn. Bhd,Perlis,01000,269 & 271 (1st Floor) Jalan Baru Kangar - Alor Setar Taman Pengkalan Asam,1,1,0,1,0,0
HEALTH LANE FAMILY PHARMACY SDN. BHD.,Selangor,43300,Lot 30938 Jalan KPB 6 Kawasan Perindustrian Kampung Baru Balakong,1,1,1,1,0,0
HEALTH PATH SDN BHD,Kedah,05460,"NO. 5, KOMPLEKS PERNIAGAAN JELATEK JALAN LANGGAR",1,1,1,1,0,0
Health Union Sdn. Bhd.,Johor,81200,"24, Jalan Lambak Taman Johor",0,1,1,1,0,0
Healthcare Solution Sdn.bhd.,Selangor,47100,"3-11, 3RD FLOOR PUSAT PERDAGANGAN KLH MENARA KLH, BANDAR PUCHONG JAYA",1,0,0,0,0,0
HEALTHLINK SERVICES SDN BHD,Perak,36000,"LOT 992, BATU 3.5 JALAN MAHARAJA LELA",1,1,0,1,0,0
Healthsense Pharmacy Sdn Bhd,Sarawak,97000,"No. 122, Ground Floor Medan Jaya Commercial Centre Jalan Tun Hussein Onn",1,1,1,1,0,0
HEALTHY WAY (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,57000,"C-11-G Jalil Link 2, No.5 Jalan Jalil Perkasa 1, Bukit Jalil",0,0,1,1,0,0
Healthyland Marketing,Perak,31450,"No. 54, Laluan Rasi Jaya 8 Taman Rasi Jaya",0,0,1,0,0,0
HENG HUAT LEE SDN BHD,Kedah,08000,"51, TAMAN MAKMUR BAKAR ARANG",0,1,1,1,0,0
HENG YONG TRADING SDN. BHD.,Sarawak,93100,"G/F, NO. 170, LOT 333, SECTION 62, KTLD LORONG ANG CHENG HO 7C JALAN ANG CHENG HO",0,1,1,1,0,0
HERBA MANJUR (M) SDN BHD,Melaka,75450,"NO. 32 & 34 JALAN TASIK UTAMA 39A TAMAN TASIK UTAMA, AYER KEROH",0,1,1,1,0,0
HERBAL SCIENCE SDN. BHD.,Selangor,46000,NO. 21 JALAN PJS 3/1,0,1,1,1,0,0
HERBALIFE PRODUCTS MALAYSIA SDN BHD,W.P. Kuala Lumpur,50200,"Ground Floor, Plaza See Hoy Chan, Jalan Raja Chulan,",0,1,1,1,0,0
Herbs of Gold Sdn Bhd,Selangor,40150,"NO. 23, JALAN JURUNILAI U1/20 HICOM GLENMARIE INDUSTRIAL PARK SEKSYEN U1",0,0,1,1,0,0
HIGH MEAN (M) SDN. BHD.,W.P. Kuala Lumpur,52200,"NO. 16, JALAN 4/62A, BANDAR SRI MENJALARA, KEPONG,",0,0,1,0,0,0
HJE HEALTHCARE,Pulau Pinang,10150,77-1-39 PENANG TIMES SQUARE JALAN DATO KERAMAT,1,1,1,1,0,0
HL PHARMACEUTICALS SDN. BHD.,W.P. Kuala Lumpur,51000,"NO. 760 & 762, JALAN SENTUL",0,1,1,1,0,0
HLD MEDICAL INDUSTRIES SDN BHD,W.P. Kuala Lumpur,55100,"11-1, JALAN PERUBATAN 2 PANDAN INDAH",0,0,1,0,0,0
HMS CONCEPT SDN. BHD.,Pulau Pinang,14000,"58B, Jalan Tembikai Taman Mutiara",0,0,1,1,0,0
HN PHARMA SDN. BHD.,Kedah,08000,"NO. 108, TINGKAT BAWAH, JALAN BUKIT PUTERI 9/10 BANDAR PUTERI JAYA JALAN KUALA KETIL",1,1,0,1,0,0
HNB ALLIANCE SDN. BHD.,Selangor,47130,"NO. 6, JALAN INDUSTRI MAS 3 TAMAN MAS",0,1,1,1,0,0
HNB MARKETING SDN BHD,Selangor,47100,NO. 6 JALAN INDUSTRI MAS 3 TAMAN MAS,0,1,1,1,0,0
HOCK CHEONG TRADING COMPANY,Pulau Pinang,13800,"NO. 44, LORONG MURNI 10 TAMAN DESA MURNI SUNGAI DUA",0,1,1,1,0,0
HOEN SDN. BHD.,Selangor,47100,"17, JALAN SP 3/10 SAUJANA PUCHONG",0,1,1,1,0,0
HOI CHOON MEDICAL HALL SDN BHD,Sarawak,96000,"NO. 5-6, PUSAT PEDADA JALAN PEDADA",0,1,1,1,0,1
HOMEWELL BIOSCIENCE (M) SDN BHD,Selangor,47301,"A-G-22, GROUND FLOOR & FIRST FLOOR MENARA PRIMA AVENUE JALAN PJU 1/39, DATARAN PRIMA",0,0,1,0,0,0
HONG HUAT,Terengganu,20300,NO. 30 JALAN HILIRAN,0,1,0,1,0,0
HONG KONG BAN KAH CHAI SDN. BHD.,Pulau Pinang,14120,"Lot 427-430, Lorong IKS Tasek 5 Jalan Industri, Padang Lallang",0,0,1,0,0,0
HONG YANG HOO T.Y.T. SDN BHD,Pulau Pinang,10300,"429, Lebuh Pantai",0,1,1,1,0,0
HOOIT MART SDN BHD,Perak,30100,"NO. 3, PERSIARAN KILANG KAWASAN PERINDUSTRIAN JELAPANG",1,1,1,1,0,0
HOPE PHARMACY,Kedah,05400,"NO 7, GROUND FLOOR, KOMPLEKS PERNIAGAAN TAMAN SAGA, JALAN ALOR MENGKUDU",1,1,1,1,0,0
HOUSE PHARMACY SDN. BHD.,Pulau Pinang,13200,"NO. 5G & 18G, PERSIARAN SEKSYEN 4/10 BANDAR PUTERA BERTAM",1,1,1,1,0,0
Hovid Pharmacy Sdn. Bhd.,Perak,30250,29 JALAN YANG KALSOM,1,1,1,1,0,0
HOYU ENTERPRISE SDN BHD,Selangor,40150,NO. 18 & 18-1. JALAN SURIA TU5/T TAMAN SUBANG IDAMAN SEKSYEN U5,0,1,1,1,0,1
HS Health Serve Sdn. Bhd.,Selangor,47100,"A3-13, KOMPLEKS INDUSTRI PUCHONG NO. 1, JALAN TPP 1/6 TAMAN INDUSTRI PUCHONG",0,1,0,1,0,0
HUA BAN TRADING SDN.BHD.,Sarawak,96000,"NO. 8, LORONG NYATOH JALAN LANANG",0,1,0,1,0,0
Hua Yi Tang Medical Industry (M) Sdn Bhd,Sarawak,96000,"NO. 10, LORONG PAHLAWAN 7B1 JALAN PAHLAWAN",0,0,1,0,0,0
Huat Chan Trading (Sabah) Sdn. Bhd.,Sabah,88300,"Lot 51 & 52, Tingkat Bawah, Block F Kedai Bundusan Square, Penampang",0,1,1,1,0,0
HUBLONG OIL & FOOD SDN BHD,Melaka,75250,"PLOT 2-42 & 2-43, JALAN TTC 10 KAWASAN PERINDUSTRIAN CHENG",0,1,0,1,0,0
HUI CHOON (2021) SDN. BHD.,Sarawak,96000,"NO. 7, FIRST FLOOR PUSAT PEDADA JALAN PEDADA",0,1,1,1,0,1
HUI CHOON TRADING DRUG STORE,Sarawak,96000,"6, LORONG UPPER LANANG 9G",0,0,1,0,0,0
Hui Chung Tong 2001 Medical Store,Sarawak,96100,"NO. 64, JALAN BERJAYA",0,1,1,1,0,0
I PHARMACY,Pulau Pinang,11600,"NO. 332-F, JALAN PERAK",1,1,0,1,0,0
ICARE RX SDN. BHD.,Perak,34000,NO. 13 & 15 TINGKAT 1 & TINGKAT 2 LORONG TUPAI,1,1,1,1,0,0
IDAMAN PHARMA SDN. BHD.,W.P. Kuala Lumpur,53300,"No. 15 & 17, Jalan Wangsa Delima 1A Seksyen 5, Pusat Bandar Wangsa Maju",1,1,1,1,0,0
IED HEALTHCARE SDN. BHD.,W.P. Kuala Lumpur,53300,"37-2, Jalan Wangsa Delima 2A Seksyen 5 Wangsa Maju",1,1,1,1,1,1
IHB HEALTHCARE SDN BHD,Selangor,46150,"15, 16, 17 Petaling Utama Avenue, Jalan PJS 1/50 Taman Petaling Utama",1,0,0,0,0,0
IJN INTERNATIONAL SDN. BHD.,W.P. Kuala Lumpur,50400,"LG.ES.112, LG, BLOCK C INSTITUT JANTUNG NEGARA 145, JALAN TUN RAZAK",1,1,0,1,0,0
IMAGE PHARMA SDN BHD,Selangor,47300,"10-B, Tingkat 2 Jalan SS3/5 Taman Sentosa",1,1,0,1,0,0
IMAN IKHLAS (M) SDN BHD,Pulau Pinang,10470,"3G-G-5, 6, 7, 8, 12, 13 & 13A Straits Quay, Jalan Seri Tanjung Pinang",0,1,0,1,0,0
IMAN MEDICARE SDN. BHD.,Terengganu,20050,"MPKT 1931, BANGUNAN PERKASA, PENGADANG BARU",1,1,1,1,0,0
IMEKS PHARMA SDN. BHD.,W.P. Kuala Lumpur,51200,"No. 5, Jalan Udang Harimau 2 Medan Niaga Kepong",1,1,1,1,0,0
IMONO SDN BHD,W.P. Kuala Lumpur,55200,"NO. 3, JALAN 4/93, TAMAN MIHARJA, OFF JALAN CHERAS",0,0,0,1,0,0
Infinitus International (Malaysia) Sdn Bhd,Selangor,47170,"E-02-27, IOI BOULEVARD, JALAN KENARI 5 BANDAR PUCHONG JAYA",0,0,1,1,0,0
INFRA MEDIC SDN. BHD.,Terengganu,21020,LOT PT 32091 KAMPUNG MENGABANG TELONG BATU RAKIT,1,1,1,1,0,0
INNO ASIA DISTRIBUTION SDN.BHD.,Selangor,42300,"NO. 6, JALAN ECO PERINDUSTRIAN 1/3A ECO PERINDUSTRIAN 5 BANDAR PUNCAK ALAM",0,0,1,1,0,0
INNO SCIENTIFIC AND SERVICES SDN. BHD.,W.P. Kuala Lumpur,58000,"7-3A, PUSAT DAGANGAN 3RD MILE SQUARE KUALA LUMPUR JALAN KLANG LAMA",1,1,1,1,0,0
INNOMATT TRADING SDN.BHD.,Sabah,91000,"TB16161 - TB16170, BANDAR SRI INDAH PHASE 4A, MILE 10, JALAN APAS",0,0,1,0,0,0
INSPIRAPHARMA SDN. BHD.,Kedah,08000,"Lot No. 24 & 25, Jalan 8 Kawasan Perusahaan Bakar Arang",1,1,1,1,0,0
Intan Pharmacy,Perak,36000,"1, Lorong Merbuk 1, Taman Merbuk, Jalan Sultan Abdullah",1,1,1,1,0,0
IPH Pharmaceuticals Sdn. Bhd.,W.P. Kuala Lumpur,55100,323A Jalan Pudu,1,1,1,1,0,0
Ipoh Prima Medic Sdn Bhd,Perak,31400,NO. 80 & 80A LEBUH BERCHAM SELATAN TAMAN CAHAYA TASEK,1,1,0,1,0,0
J S Pharma Concept Sdn Bhd,Sarawak,93450,"1st Floor, Lot 9633, Section 64 KTLD Jalan Pending",1,1,1,1,0,0
J. BIO MEDIC MARKETING SDN. BHD.,Sarawak,93300,"Lot 8839, No. 162-C, Section 64 First Floor, Jalan Sekama",1,1,1,1,0,1
J.O.Y. Pharmacy,Sarawak,93250,"LOT 2585 & 2586, BLOCK 10 KCLD",1,1,1,1,0,0
Janipro (M) Sdn Bhd,Selangor,43000,"NO. 42, JALAN SEKSYEN 1/21 TAMAN KAJANG UTAMA",0,0,1,1,0,0
Jasa Pharmacy Sdn Bhd,Sabah,91000,"TB 12, Ground Floor Jalan Dunlop",1,1,0,1,0,0
Jasacare Sdn Bhd,W.P. Kuala Lumpur,55200,"NO. 16-1 & 16-2, JALAN METRO PUDU 2 FRASER BUSINESS PARK",0,0,1,1,0,0
Jaya Pelita Pharma (m) Sdn Bhd,Selangor,40150,"NO. 33G, JALAN PLUTO AZ U5/AZ BANDAR PINGGIRAN SUBANG, SEKSYEN U5",1,0,0,0,0,0
JB YAP BROTHERS FOOD SDN BHD,Johor,81100,"15 & 17, JALAN BAKAWALI 71 TAMAN JOHOR JAYA",0,1,0,1,0,0
Jern Marketing Enterprise Sdn. Bhd.,Sarawak,93350,"1st Floor, Sublot 9, Lots 9661 & 1304, Block 11 M.T.L.D, Jalan Setia Raja (Stutong Avenue) Jalan Setia Raja",0,0,1,1,0,0
JETPHARMA SDN. BHD.,Selangor,47100,"No. 13, Jalan Rajawali 2 Bandar Puchong Jaya",1,1,1,1,0,0
JH Trading Enterprise,Sabah,88450,"Lot 6 & 7, Ground Floor, Block C, HSK Industrial Center Lorong Cempedak 4, Jalan Tuaran, Batu 7.5 Inanam",1,1,0,1,1,1
JIN AUN PHARMA SDN. BHD.,Pulau Pinang,13400,"11, Lorong Mak Mandin 1 MIEL Mak Mandin",1,1,1,1,0,0
JIN BIN CORPORATION SDN. BHD.,Kedah,05400,"623, Kawasan Perusahaan Tandop Baru",0,1,1,1,0,0
JIN LOONG ENTERPRISE SDN. BHD.,Johor,81200,"NO. 17, JALAN BUKIT KEMPAS 4 TAMAN BUKIT KEMPAS",0,0,1,0,0,0
JNTL (MALAYSIA) SDN. BHD.,Selangor,46050,LOT 3 & 5 JALAN TANDANG,1,1,1,1,0,0
JONHTKS PHARMACY SDN. BHD.,Selangor,68100,"Farmasi Sunway Multicare No. 5, 7 & 9, Jalan SG 1/3 Taman Sri Gombak",1,1,1,1,0,0
JOYHEALTH INTERNATIONAL SDN. BHD.,Selangor,47301,"Unit 25A-05, Block E1, Jalan PJU 1/42 Dataran Prima",0,1,1,1,0,0
JUZCARE PHARMACY SDN BHD,Selangor,43500,"No. 40-G & 40-1, Jalan 1/2 Seksyen 1, Bandar Teknologi Kajang",1,1,1,1,0,0
K-LINK INTERNATIONAL SDN. BHD.,W.P. Kuala Lumpur,58200,"WISMA K-LINK NO. 45, JALAN KUCHAI MAJU 2 OFF JALAN KUCHAI LAMA",0,0,1,1,0,0
K.h.hoe Pharmacal Sdn Bhd,Selangor,42000,No. 107 Persiaran Raja Muda Musa,1,0,0,0,0,0
Kah Ban Trading Sdn Bhd,Selangor,41000,"NO. 21, JALAN SONGKET TAMAN MAZNAH",0,0,1,1,0,0
KAHONG SDN. BHD.,Sarawak,93450,"Lot 1316, Jalan Tenun Off Jalan Tenaga Pending Industrial Estate",0,0,1,0,0,0
KAMPAR MEDICAL SUPPLIES (M) SDN. BHD.,Perak,31900,"34, JALAN IDRIS",1,1,1,1,0,0
KANGLIN ENTERPRISE SDN BHD,Perak,31350,"NO. 55, JALAN LAPANGAN SIBER 10 BANDAR CYBER",0,1,0,1,0,0
KB PHARMA SDN. BHD.,Kelantan,15200,"LOT 1714, NO. 1201-B KG. CHERANG, JALAN HOSPITAL",1,1,1,1,0,0
KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.,Pulau Pinang,11900,"Plot 61 Bayan Lepas Industrial Park, Phase 4 Lintang Bayan Lepas 1",1,1,1,1,0,0
KDA HOLDINGS SDN. BHD.,Kedah,08000,"NO. A56, TINGKAT BAWAH, JALAN 3A CINTA SAYANG RESORT HOMES",1,1,0,1,0,0
KDH PHARMACY SDN BHD,Sabah,90000,"LOT 79, BLOK HS-8, TINGKAT BAWAH, SATU DAN DUA SANDAKAN HARBOUR SQUARE JALAN PRYER SANDAKAN",1,1,1,1,0,0
KEDAI UBAT BERIN SDN BHD,Johor,81100,"NO. 46 & 48, JALAN DEDAP 7 TAMAN JOHOR JAYA",0,1,0,1,0,0
KEDAI UBAT SONG LIN SDN. BHD.,Johor,81300,"NO. 19 & 21, JALAN WIRA 5, TAMAN TAN SRI YACOB,",0,1,0,1,0,0
KEDAI UBAT TIONG GUAN SDN BHD,Pulau Pinang,10100,"No. 149, Lebuh Carnarvon",0,0,1,0,0,0
KEK LIN SENG SDN BHD,Sarawak,96000,NO. 39 REJANG PARK SHOPPING CENTRE,0,1,1,1,0,0
KEN KEONG HAP KEE SDN BHD,Sabah,90000,"LOT 2B, BLOK 25, TINGKAT BAWAH, JALAN 2",0,1,1,1,0,0
KENG SENG TRADING,Sabah,91000,"TB145, JALAN CHESTER P.O.BOX 123",0,1,1,1,0,0
Kenrixs Enterprise Sdn Bhd,Pulau Pinang,14300,"No. 11A & 15, Lorong Suria 1 Taman Suria",0,0,1,0,0,0
KENSINGTON GREEN SPECIALIST CENTRE SDN. BHD.,Johor,79100,"NO. 2, JALAN CERIA 20 TAMAN NUSA INDAH",1,1,0,1,0,0
KFN PHARMA SDN. BHD.,Sarawak,93450,"1st Floor, Lot 109 Jalan Datuk Abang Haji Abdul Rahim",1,1,1,1,1,1
KGW MEDICA SDN. BHD.,Selangor,40150,"No. 6, Jalan Pemaju U1/15 HICOM Glenmarie Industrial Park Seksyen U1",0,0,1,1,0,0
KHENG HENG MEDICAL (M) SDN BHD,Selangor,68100,"NO. 9, JALAN SG 1/9 TAMAN SRI GOMBAK",0,0,1,0,0,0
KHIM FOOK TRADING SDN BHD,Kedah,05150,"No. 416, Bandar Baru Mergong, Jalan Perusahaan 6 Lebuhraya Sultanah Bahiyah",0,1,0,1,0,0
KHOO MEDICAL SUPPLIES,Perlis,01000,NO. 14 LORONG SERUNAI,1,1,1,1,0,0
KIAN SENG (THAY & SONS) SDN BHD,Terengganu,21300,"LOT PT 14895, KAWASAN PERINDUSTRIAN GONG BADAK",0,1,0,1,0,0
KIEN FATT MEDICAL STORE SDN BHD,W.P. Kuala Lumpur,50000,"59, Jalan Petaling,",0,1,1,1,0,0
KIM TECK CHEONG (BORNEO) SDN. BHD.,Sabah,90000,"Lot 3, Blok B, Tingkat 1, Midtown Plaza Fasa 1 Batu 4, Jalan Lintas Utara",0,1,1,1,0,0
KIM TECK CHEONG SDN BHD,Sabah,90000,"Lot 3, Blok B, Tingkat 1, Midtown Plaza Fasa 1 Batu 4, Jalan Lintas Utara",0,1,1,1,0,0
KIN YIN TRADING SDN BHD,Sabah,91008,"TB9988, LOT 4A & 5A, PERDANA SQUARE MILE 3 1/2, JALAN APAS",0,1,1,1,0,0
KINABALU MEDIK SUPPLIES SDN. BHD.,Sabah,88450,"1st Floor Show Room, Lot 2, Epik Industri, Lorong Epik Industri 1 Mile 7, Jalan Tuaran, Inanam",1,1,1,1,0,0
KINABALU PHARMACY (TAWAU) SDN BHD,Sabah,91000,TB 178 JALAN BELIAN,1,1,1,1,0,0
KINLIFE PHARMACY SDN. BHD.,Sabah,89600,"Lot 17, Ground Floor, Block B1 The Palm Square Commercial Centre",1,1,1,1,0,0
Kino Biotech (M) Sdn Bhd,Selangor,40460,"No. 7B, Jalan Anggerik Mokara 31/56 Kota Kemuning, Seksyen 31",0,0,1,1,0,0
KINRARA AGENCY SDN BHD,Selangor,43300,NO. 30-G JALAN PUJ 3/13 TAMAN PUNCAK JALIL,1,1,1,1,0,0
KLANG CHEMIST SDN BHD,Selangor,41150,"NO. 12, JALAN TIARA 2 BANDAR BARU KLANG",1,1,1,1,0,0
KLSMC MANAGEMENT SDN. BHD.,W.P. Kuala Lumpur,50490,"LOT G-03, TINGKAT BAWAH, WISMA PERINTIS 47, JALAN DUNGUN BUKIT DAMANSARA",1,1,1,1,0,0
KM Vet Pharm Sdn. Bhd.,Selangor,68100,"No. 1, Jalan Industri Batu Caves 1/1 Taman Perindustrian Batu Caves",1,1,0,1,1,1
Ko Dermal Solutions Sdn Bhd,Selangor,41400,No. 26 Lorong Temoh / KU1,1,1,1,1,0,0
KO SIONG CHEUN SDN. BHD.,Sarawak,93000,"NO. 32, CHINA STREET",0,1,0,1,0,0
KOMEDIC SDN BHD,Selangor,46150,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY",1,1,0,1,0,0
KOOK HOE TRADING SDN BHD,Sabah,90000,"LOT 2, TINGKAT BAWAH, 1 & GUDANG CL 075320688, BATU 9, JALAN LABUK",0,0,0,1,0,0
KOPERASI FARMASI KOMUNITI KEDAH BERHAD,Kedah,05050,"NO. 113, TINGKAT 1 KOMPLEKS PERNIAGAAN SULTAN ABDUL HAMID",0,1,1,1,0,0
KOZA PHARMACY (M) SDN BHD,Kelantan,18500,"NO. 62-A, JALAN KWENG HITAM",1,1,1,1,0,0
KPJ HEALTHSHOPPE SDN. BHD.,W.P. Kuala Lumpur,50400,"Lot G-1B, Ground Floor (Podium) Menara KPJ, No. 238, Jalan Tun Razak",1,1,1,1,0,0
KSB PHARMA SDN. BHD.,Pahang,26100,"B22, PUSAT PERKHIDMATAN BALOK",1,1,1,1,0,0
KST (M) SDN. BHD.,Kelantan,16100,"LOT 4045-E, JALAN 1, SEKSYEN 44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA PADANG TEMBAK",0,1,0,1,0,0
KUALA LUMPUR PHARMACY (W.O.) SDN. BHD.,W.P. Kuala Lumpur,52100,"NO. 16 & 18, BLOK H JALAN 5/40 TAMAN PUSAT KEPONG",0,1,1,1,0,0
KWONG ONN TONG SDN BHD,Melaka,76100,"NO. 5, JALAN INDUSTRI ANGKASA NURI 2 KAWASAN PERINDUSTRIAN ANGKASA NURI MUKIM DURIAN TUNGGAL",0,1,0,1,0,0
KYOSEI BOEKI (M) SDN BHD,W.P. Kuala Lumpur,50480,"S-19-3, WISMA YNH KIARA 163, JALAN KIARA MONT KIARA",0,0,1,1,0,0
L H Marketing Sdn Bhd,W.P. Kuala Lumpur,52200,"Lot Pt 1756, Jalan Persiaran Kip Utama, Taman Perindustrian Kip",0,1,0,1,0,0
L H Sales & Marketing Sdn. Bhd.,Pulau Pinang,14100,"2, 2A, LORONG IKS JURU 5 TAMAN INDUSTRI RINGAN JURU",0,1,0,1,0,0
L.K. TEE ENTERPRISE SDN. BHD.,Selangor,41200,"NO. 33, JALAN SERULING 57 TAMAN KLANG JAYA",0,1,1,1,0,0
LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,56100,"No. 8, Jalan 6/91 Taman Shamelin Perkasa Batu 3 1/2, Jalan Cheras",0,1,1,1,0,0
LAI NGIT SEN SDN. BHD.,Sarawak,93200,"No. 30, Ground Floor Lot 815, Block 218, KNLD 3rd Mile, Jalan Penrissen",1,1,0,1,1,1
LAMBANG KASTURI SDN BHD,Terengganu,21100,"LOT PT 3603 - PT 3608, JALAN ALAM MUTIARA 2/1 ALAM MUTIARA, TOK MOLOR",0,1,1,1,0,1
Lau & Tan Pharmacy Sdn Bhd,Terengganu,20100,NO. 93 & 95 JALAN BANGGOL,1,1,1,1,1,1
LCH PRODUCTS SDN BHD,Johor,81100,"71, JALAN DEDAP 6 TAMAN JOHOR JAYA",0,1,1,1,0,0
LEE FAH TRADING CO. SDN. BHD.,Johor,81200,"NO. 21A, JALAN LAMBAK TAMAN JOHOR LIGHT INDUSTRIAL ESTATE",0,0,1,0,0,0
LEE FARMASI & BABY CENTRE SDN BHD,Selangor,41400,NO. 5 LORONG RAJA HASSAN,1,1,0,1,0,0
LEONG FATT CO SDN BHD,Pulau Pinang,10400,No. 14 Lorong Seratus Tahun,0,0,1,0,0,0
LF MERCU SDN BHD,Selangor,68100,"NO. 3, JALAN SG 1/1 TAMAN SRI GOMBAK",1,1,1,1,1,1
Li Yan Trading,Sarawak,93050,"NO. 698, GROUND FLOOR, LOT 6802 MATANG JAYA COMMERCIAL CENTRE JALAN MATANG",0,0,1,0,0,0
Life (veterinary) Sdn. Bhd.,Negeri Sembilan,70200,"115, Tingkat 1 Taman AST Jalan Sungai Ujong",1,0,0,0,1,0
LIFECARE ESSENTIAL SDN. BHD.,Selangor,40150,"26, JALAN BULAN U5/171 BANDAR PINGGIRAN SUBANG SEKSYEN U5",0,0,1,0,0,0
LIFECARE HEALTHCARE PHARMACY SDN. BHD.,Sabah,91100,"GROUND FLOOR, LOT NO. 001, BLOCK 9 I-PEAK BUSINESS CENTRE, 3 KM, CL 115484592 JALAN DAM",1,1,0,1,0,0
LIM MEDICAL SUPPLIES SDN BHD,Terengganu,20100,"78, JALAN BANGGOL",1,0,0,0,0,0
Lim Seng Pharmachem Sdn Bhd,Pulau Pinang,13600,"2692, TINGKAT PERUSAHAAN 6 KAWASAN PERUSAHAAN PERAI",1,1,0,1,1,1
LINK HEALTHCARE SDN. BHD.,Selangor,40150,"UNIT 2-2A, LEVEL 2, TOWER 9, UOA BUSINESS PARK NO. 1, JALAN PENGATURCARA U1/51A SEKSYEN U1",1,0,0,0,0,0
Lione Global Medi Services PLT,W.P. Kuala Lumpur,58200,"Unit 13-13, Menara K1 Lorong 3/137C Jalan Kelang Lama",0,1,0,1,0,0
